,text,category
39,rechter commissaris kennisgenomen acm vertrouwelijk ingediende stukken daarop appellant gegeven toestemming mede grondslag daarvan uitspraak rechter commissaris oordeel behoudens hierna noemen uitzondering acm aangevoerde gronden voldoende gewichtige redenen acm verzochte beperking kennisneming gerechtvaardigd achten overweegt daartoe volgende,8
39,stukken waarop verzoek ziet bevatten gegevens raken persoonlijke levenssfeer bevatten bijzondere persoonsgegevens uitzondering zakelijke e mailadres advocaat klager opgenomen stuk rechter commissaris afweging betrokken belangen oordeel vertrouwelijkheid gegevens uitzondering zakelijke e mailadres advocaat klager geval geëerbiedigd onbeperkte kennisneming informatie inbreuk persoonlijke levenssfeer gevolg daarmee onevenredig nadeel betrokkene leiden terwijl partijen beperkte kennisneming rechten geschaad rechter commissaris daarbij verband meegewogen belang acm toekomst informatie aangeleverd krijgen goede uitoefening taken nodig,8
40,overwegingen,5
40,ingevolge bepaalde artikel algemene wet bestuursrecht awb indien voorafgaand mogelijk beroep bezwaar gemaakt verzoek voorlopige voorziening getroffen indien onverwijlde spoed gelet betrokken belangen vereist,8
40,voorzieningenrechter oordeel verzoeker spoedeisend belang treffen gevraagde voorlopige voorziening last onder dwangsom namelijk opgelegd overwegend verzoeker konijnen kleine hokken houden verzoeker konijnen inmiddels elders ondergebracht bovendien verweerder ter zitting aangegeven last onder dwangsom uitgewerkt tijdens looptijd last overtredingen gebleken verzoeker dwangsommen verbeurd maakt voorzieningenrechter reden ziet waarom verzoeker uitkomst bezwaarprocedure afwachten voorziening gevraagd getroffen verzoek wordt daarom afgewezen,8
40,proceskostenveroordeling bestaat aanleiding,3
41,overwegingen feiten omstandigheden,5
41,appellante exploiteert kalvermesterij plaats oktober controleur stichting kwaliteitsgarantie vleeskalversector skv kalveren appellante urinemonsters drie voermonsters genomen naam b v laboratorium rikilt wageningen vier urinemonsters één voermonster stof amoz metaboliet verboden stof furaltadone aangetroffen,4
41,primaire besluit verweerder appellante ingang november onder officieel toezicht gesteld appellante opgedragen desbetreffende vier kalveren handel nemen vernietigen vervolgens runderen appellante urinemonsters afgenomen monsters genomen verschillende producten waaronder diervoeders rikilt urinemonsters runderen amoz aangetroffen verschillende producten genomen monsters aanwezigheid furaltadone aangetoond primaire besluit verweerder appellante opgedragen desbetreffende runderen handel nemen vernietigen nader bepalen aantal runderen bedrijf alle geboren vóór juli voeren handel nemen vlees organen dieren nader onderzoek bestemd,4
41,vervolg primaire besluit verweerder primair besluit appellante maatregel opgelegd runderen handel moeten genomen vernietigd tenzij appellante ervoor kiest runderen vlees orgaanmonsters laten onderzoek aanwezigheid amoz indien appellante nalaat verweerder keuze hoogte stellen verweerder handel nemen vernietigen runderen uitvoeren,4
41,primaire besluit verweerder appellante maatregel opgelegd stal inclusief voerkeuken hierin aanwezige voorwerpen waar jonge runderen geboren juli gehuisvest reinigen ontsmetten wettelijk toegestaan ontsmettingsmiddel tevens verweerder aanvulling primaire besluit besloten nader bepalen aantal runderen runderen betreft behorende koppel alle geboren vóór juli bestaande groepen,1
41,elk groepen zullen middels steekproef totaal runderen nader onderzoek bestemd runderen zullen levend afgevoerd elders gedood geslacht vlees organen zullen nader onderzoek bestemd januari hiervoor bedoelde runderen levend bedrijf appellante afgevoerd vervolgens elders gedood geslacht daarna dieren monsters genomen post mortemkeuring afgerond,4
41,besluit januari verweerder vervolg primaire besluiten karkassen vrijgegeven onderworpen post mortemkeuring dieren genomen onderzochte monsters amoz aangetroffen afwijkingen karkassen waargenomen karkassen goedgekeurd humane consumptie,1
41,kostenbesluit verweerder grond artikelen eerste tweede lid richtlijn eg raad april inzake controlemaatregelen ten aanzien bepaalde stoffen residuen daarvan levende dieren produkten daarvan richtlijn eg samenhang artikel verordening eg nr europees parlement raad april inzake officiële controles naleving wetgeving inzake diervoeders levensmiddelen voorschriften inzake diervoeders dierwelzijn verordening artikelen,8
41,,8
41,regeling diergeneesmiddelen artikelen tweede lid regeling retributies veterinaire hygiënische aangelegenheden kosten uitvoering primaire besluiten opgelegde maatregelen appellante rekening gebracht bedrag,8
41,,8
41,e mail april appellante verweerder verzocht opschorting betalingsverplichting zoals neergelegd kostenbesluit besluit juni verweerder verzoek afgewezen,4
41,uitspraak februari college beroep beslissing bezwaar betrekking primaire besluiten ongegrond verklaard college voorts beroep beslissing bezwaar omtrent kostenbesluit gegrond verklaard besluit vernietigd hiertoe college overwogen verifiëren hoeverre facturen ten grondslag liggen bedrag,0
41,betrekking controles monsternames analyses verwijdering vernietiging kalveren bedrijf appellante hoogte kostenverhaal derhalve onvoldoende gemotiveerd hieruit volgt oordeel college verweerder gehandhaafde opschortingsbesluit uitgaat betalingsverplichting appellante betrekking alle rekening gebrachte kosten deugdelijke motivering ontbeert college verweerder opgedragen binnen zes weken verzending uitspraak nieuw besluit nemen bezwaar appellante kostenbesluit inachtneming uitspraak,4
41,appellante brief juni college verzocht uitspraak februari herzien betreft ongegrond verklaren beroep beslissing bezwaar betrekking primaire besluiten,0
41,college herzieningsverzoek uitspraak maart afgewezen,0
41,bestreden besluit verweerder rekening gebrachte kosten opnieuw berekend hetgeen geleid nieuw kostenbesluit besluit wijkt drie onderdelen eerder genomen kostenbesluit weten kosten onderzoeken gedaan monsters genomen klaremelk trouw komen vervallen bedrijven verbonden appellante onjuist hoger uurtarief rekening gebracht nvwa medewerkers verrichte werkzaamheden verder uren gemaakt nvwa inspecteurs samenhangen monsternemingen klaremelk trouw rekening gebracht nota ad oorspronkelijke kostenbesluit maart gevoegd teruggevonden bedrag daarom komen vervallen,4
41,verweerder bestreden besluit bedrag uitvoering primaire besluiten opgelegde maatregelen vastgesteld,1
41,standpunt appellante,4
41,appellante voert kostenbesluit alleen gebaseerd richtlijn eg sprake onderzoek kader regeling diergeneesmiddelen noch regeling retributies veterinaire hygiënische aangelegenheden voorts sprake kosten kader aanvullende onderzoeken ten behoeve diervoeders terzake diergezondheid dierenwelzijn bedoeld verordening volgens appellante vloeien richtlijn eg verplichtingen voort richtlijn juist geïmplementeerd wijst verband arrest hof justitie europese gemeenschappen hof justitie oktober zaak kolpinghuis appellante betoogt verweerder anders college geoordeeld uitspraak januari ecli nl cbb http pi rechtspraak minjus nl deeplink ecli id ecli nl cbb handhavings noch kostenmaatregelen baseren voornoemde richtlijn hof justitie omgekeerde rechtstreekse werking unierecht verboden,0
41,appellante betoogt voorts verweerder conform richtlijn eg strijd gelijkheidsbeginsel handelt vondst verboden stof varkens voer gehad hoog gehalte furazolidon enkele dieren proefgeslacht wordt kippen vondst fipronil gewacht monsters onder minimumnorm kalveren liefst monsters genomen dieren direct vernietigd aldus appellante,4
41,appellante voert verder richtlijn eg verweerder wijze toegepast sprake illegale behandeling noch stof gevaarlijk volksgezondheid wijst verband uitspraak college januari verschenen noot knigge giezeman titel handhavingsbevoegdheid gebaseerd eu richtlijn unierechtelijk begrip illegale behandeling prejudiciële vragen ab appellante mening college prejudiciële vraag stellen hof justitie begrip illegale behandeling artikel aanhef onder b richtlijn eg voorts wijst appellante advies bureau risicobeoordeling onderzoeksprogrammering nvwa gepubliceerd juni toegestuurd brief juni nvwa voorzitter tweede kamer waaruit blijkt furazolidon vergelijkbaar stof furaltodone kalveren appellante aangetroffen gevaar volksgezondheid vormt gelet voorgaande verweerder terughoudend moeten handelen loop procedure bleek sprake illegale behandeling opgelegde maatregelen ontstane schade appellante moeten vergoeden,4
41,appellante indruk onttrekken bewust hoge kosten wordt geconfronteerd voert hiertoe ten onrechte honderden monsters genomen desbetreffende kalveren geslacht appellante betoogt wettelijke grondslag kalveren slachten ontbreekt daarom dient slachten anders college geoordeeld uitspraak januari onrechtmatig gekwalificeerd opbrengst kalveren per kalf normaal brengt kalf alleen schade hiervan bedraagt begrijpt college,4
41,daarom alleszins redelijk verweerder schade vergoedt voorts bestond volgens appellante aanleiding kalveren groep nader onderzoek verrichten,4
41,appellante voert ten aanzien kosten slot post fysieke controlekosten ondoorzichtig uren werkzaamheden nvwa berekend salariskosten hiervoor hoog nvwa primitieve manier werk gaat vier inspecteurs nummers dieren zoeken vinken stallijst appellante toegerekend,4
41,appellante voert ten slotte college gemotiveerd ingaat alle gronden eerlijk proces gehad bedoeld artikel verdrag bescherming rechten mens fundamentele vrijheden evrm standpunt verweerder,4
41,verweerder wijst erop college uitspraak februari geoordeeld verweerder grond artikel eerste lid onder h tweede lid wet dieren artikelen,7
41,,8
41,,8
41,regeling diergeneesmiddelen bevoegd verhaal kosten controles bemonstering appellante analyse genomen monsters handel nemen vernietigen furaltodone besmette dieren appellante college uitspraak maart verzoek appellante herziening uitspraak februari afgewezen hiermee staat verweerders bevoegdheid appellante kosten rekening brengen vast,4
41,verweerder stelt alle verhaalde kosten rechtstreeks relateren bedrijf appellante zien controle bemonstering analyse monsters handel nemen vernietiging dieren,4
41,verweerder stelt dieren groep onderzoek genomen eiwitgebonden residuen nitrofuranen lange tijd behandeling dier zitten urine schoon stof dier zitten aangetoond analyses organen vlees daarmee staat vast onderzoek noodzakelijk artikel aanhef onder onderdeel c richtlijn eg grond artikel richtlijn eg komen kosten onderzoek ten laste eigenaar houder dieren,8
41,verweerder stelt slot middel kostenbesluit gevoegde facturen overzichten voldoende inzichtelijk gemaakt welke kosten gemaakt kwartieren per medewerker duidelijk weergegeven welke werkzaamheden betreft welk tarief gerekend beoordeling,8
41,uitspraak februari college onder volgende overwogen meest vérstrekkende beroepsgronden appellante betrekking bemonstering uitkomsten analyse monsters appellante betwist sprake overtreding althans rechtsgeldige wijze vastgesteld,4
41,genomen monsters vervolgens onderzocht rikilt daartoe geaccrediteerd laboratorium appellante verweerder gelegenheid gesteld monsters contra expertise laten onderwerpen daartoe verweerder laboratoriumrapporten genomen urine veevoermonsters analyserapporten rikilt laboratoriumjournaals verkorte standard operating procedure sop rikilt beschikbaar gesteld appellante geboden gelegenheid contra expertise gebruik gemaakt tevens beschikte volledige sop waarom laten uitvoeren contra expertise mogelijk volledige sop beschikken naast monsters genoemde ter beschikking gestelde gegevens omtrent bemonstering laboratoriumanalyse appellante beargumenteerd,4
41,appellante argumenten aangevoerd waaruit geconcludeerd rikilt onjuiste wijze genomen monsters geanalyseerd appellante contra expertise uitvoeren nagelaten daarom gaat college juistheid analyseresultaten rikilt,4
41,analyses rikilt aanwezigheid amoz furaltadone kalveren appellante vastgesteld zoals college eerder geoordeeld zie uitspraak januari ecli nl cbb nummer ontbreekt uitspraak college geldt nitrofuranen waaronder furaltadone indien aangetroffen runderen minimale prestatielimiet minimum required performance limit mrpl beneden welke meetwaarde aanwezigheid stof geacht vastgesteld artikel bijlage ii beschikking furaltadone mrpl ug kg vastgesteld uitsluitend betrekking pluimveevlees aquacultuurproducten verder constateert college zelfs mrpl toepassing geval appellante nagenoeg meeste bemonsterde kalveren overschreden vaak zelfs zeer ruim,0
41,gronden ten betoge kalveren positief getest aangemerkt falen derhalve stellen prejudiciële vragen hof justitie eu bestaat reden vragen omtrent uitleg gemeenschapsrecht voordoen,8
41,beroepsgrond appellante sprake illegale behandeling zin richtlijn eg waaraan gevolgtrekking verbindt verweerder bevoegd nemen bestreden maatregel faalt daartoe verwijst college uitspraak april ecli nl cbb uitspraak januari ecli nl cbb waarin geoordeeld definitie artikel onder b richtlijn eg blijkt gesproken wordt illegale behandeling indien sprake gebruik toegestane stoffen producten ongeacht stof precies dier terecht gekomen daarvoor relevant sprake actieve bewuste handeling verboden stof toe dienen waarbij toediener weet welke stof gaat gevolgen stellen prejudiciële vragen kwestie ziet college evenmin aanleiding betrokken bepaling tweeërlei uitleg vatbaar verantwoordelijkheid veehouder ervoor zorgen dieren toegestane stof binnenkrijgen zoals volgt genoemde uitspraak januari geldt evenzeer kalveren besmet geraakt verboden stof verontreinigd veevoer zoals mogelijk geval gebeurd,0
